"","sampleID","uniqueID","siteID","site","type","mesq_type","litterdepth","SWC","TOC","pH","BG","CB","NAG","PHOS","XYL","AG","LAP","DOC","MBC","DON","MBN","OM.","NH4i","NH4f","NO3i","NO3f","nminer","DNAconc.ng.µL","dna"
"11","B1bare",14,"B1","B","bare","bare",0,0.009641692,0.103,6.53,23.13586257,0.014585596,15.11583726,84.89542199,0.242579627,0.618099206,26.72801336,9.495,86.01111111,0.14,6.434259259,0.383156015,1.901440544,1.048832393,3.001580416,2.710820669,-1.143367898,7.7,7.7
"12","B1grass1-2",15,"B1","B","grass","grass",0.3,0.015394458,0.114,6.6,20.0744144,2.147096267,2.393021489,45.68847217,3.666788025,0.785048882,42.05641489,33.925,98.05555556,5.765,8.077777778,0.432030924,6.79784869,5.906031045,1.519903171,1.238987215,-1.172733601,7.649,7.649
"13","B1grass2-2",16,"B1","B","grass","grass",1.2,0.007112204,0.08,6.84,9.8299607,1.11983652,1.531479376,24.32694821,2.348799247,0.833476273,32.19688599,17.625,122.6111111,0.75,6.244444444,0.296351176,1.821338376,1.025019479,0.111269862,0.032209697,-0.875379062,20.092,20.092
"14","B1mesq1-2BOLE",17,"B1","B","mesq","bole",3,0.00827671,0.154,6.75,18.90017322,1.581244494,1.555181396,32.94166735,2.095990682,0.291121135,46.73694288,27.925,179.2777778,4.895,14.65185185,0.570877817,3.015856514,2.346739218,4.251706635,3.90277347,-1.018050461,9.911,9.911
"15","B1mesq1-2DRIP",19,"B1","B","mesq","drip",0.1,0.007779278,0.084,7.7,6.314973575,1.006599685,1.114708713,8.830163198,1.362918215,0.838920377,46.10118554,33.025,34.94444444,1.71,7.249074074,0.32525362,1.839329694,0.963786699,4.553963424,4.076295446,-1.353210973,6.77,6.77
"16","B1mesq1-2MIDD",18,"B1","B","mesq","midd",0.4,0.011688154,0.089,6.83,10.72171531,0.584066014,0.446053462,21.07265674,0.991830373,0.107295379,29.68166244,22.825,90.16666667,2.49,7.966666667,0.344227422,1.748142033,1.117868954,2.078532562,2.381774564,-0.327031077,5.456,5.456
"17","B1mesq2-2BOLE",20,"B1","B","mesq","bole",0.6,0.007819506,0.114,6.38,39.6661279,3.984871637,9.480059861,67.71656596,2.760943351,3.447841879,25.55318823,42.875,75.16666667,8.74,9.401851852,0.416012845,2.253079809,1.633965467,6.394609679,6.045866072,-0.967857949000001,9.093,9.093
"18","B1mesq2-2DRIP",22,"B1","B","mesq","drip",0.05,0.0068994,0.073,6.16,28.96169845,2.630001486,4.420412199,54.80510158,1.364054516,2.431066962,2.35468099,36.675,30.38888889,1.6,5.17037037,0.279383061,2.283672018,1.446233787,1.610077069,1.279279417,-1.168235883,7.649,7.649
"19","B1mesq2-2MIDD",21,"B1","B","mesq","midd",0.25,0.005419155,0.09,6.35,45.31411724,4.089019719,16.30027399,48.46856182,3.21678727,4.900680469,34.36726449,30.025,167.5,4.415,33.79074074,0.347826087,2.815875063,2.223276356,4.868477842,4.801265963,-0.659810586,11.363,11.363
"20","B2bare",31,"B2","B","bare","bare",0,0.01335495,0.136,6.77,0.429389107,0.010505666,1.252956551,8.92065344,1e-08,0.798574513,9.991527097,19.7665,7.422222222,3.7535,0.287962963,0.525218197,2.709274261,2.161034849,3.616582688,3.796526851,-0.368295249000001,3.573,3.573
"21","B2grass1-2",32,"B2","B","grass","grass",1,0.013180823,0.12,7.13,12.95799994,1.369657935,1.085064074,15.29761293,3.254377924,0.487302671,57.2684396,80.1665,76.21111111,16.3335,4.815740741,0.472701489,5.148227653,5.074681543,7.579694955,7.134351011,-0.518890054,11.869,11.869
"22","B2grass2-2",33,"B2","B","grass","grass",0.4,0.009641985,0.091,6.33,29.17330029,3.390722061,14.16195832,46.00402322,3.504703397,3.060176186,27.38557887,18.0265,59.52222222,2.1885,2.758333333,0.342182447,3.418724954,1.45509999,0.33481437,0.431734319,-1.866705015,8.121,8.121
"23","B2mesq1-1BOLE",34,"B2","B","mesq","bole",5,0.010988789,0.193,6.56,56.2654905,6.882025873,19.74893679,116.7645767,5.999144471,7.924115396,31.38375483,76.7165,117.5444444,29.7835,21.68611111,0.730894494,10.83360488,9.901213886,19.03254337,19.65911705,-0.305817313999999,12.099,12.099
"24","B2mesq1-1DRIP",36,"B2","B","mesq","drip",0,0.012395313,0.121,6.72,13.29026779,0.839482127,0.461143336,13.99535372,1.35539866,0.564326643,19.00398426,18.9065,14.37777778,5.1635,2.649074074,0.473044294,2.880886792,2.275041013,5.427565162,5.348008018,-0.685402922999999,5.325,5.325
"25","B2mesq1-1MIDD",35,"B2","B","mesq","midd",0,0.011677444,0.152,6.47,55.877188,5.161838742,17.0948621,70.17195556,5.331341914,6.834270045,25.08940769,32.6265,59.3,10.8835,1.250925926,0.558946827,3.086221143,2.630491001,10.02747295,10.79479614,0.311593048000002,8.35,8.35
"26","C1bare",76,"C1","C","bare","bare",0,0.008120766,0.049,7.35,1.007396762,1e-08,0.305495217,3.409216109,1e-08,0.663026316,10.7470815,8.89,12.85555556,2.3995,0.499074074,0.18165641,2.518725342,2.486999886,1.624144158,1.310455666,-0.345413948,3.38,3.38
"27","C1grass",77,"C1","C","grass","grass",2.8,0.063266912,0.248,7.07,30.42693163,3.674897996,3.77493231,53.93499537,8.494733115,3.58006027,144.2412078,79.345,233.8888889,13.1745,27.86111111,0.939749905,2.436873513,2.403068874,5.90398216,5.744668355,-0.193118444,18.527,18.527
